time,phase,pos_x,pos_y,yaw_deg,speed_kph,vx_body,vy_body,yaw_rate_dps,throttle,brake,steer_deg,gear,rpm,fz_fl,fz_fr,fz_rl,fz_rr,sr_fl,sr_fr,sr_rl,sr_rr,sa_fl_deg,sa_fr_deg,sa_rl_deg,sa_rr_deg,fx_fl,fx_fr,fx_rl,fx_rr,fy_fl,fy_fr,fy_rl,fy_rr,lat_accel_g
7.6000,accel,76.4261,0.0000,0.0000,77.5003,21.5007,0.0000,0.0000,1.0000,0.0000,0.0000,2,4506.7435,3316.4724,3316.4724,3550.5276,3550.5276,0.0001,0.0001,0.0463,0.0463,0.0000,0.0000,0.0000,0.0000,-44.9207,-44.9207,2439.7972,2439.7972,0.0000,0.0000,0.0000,0.0000,0.0000
7.7000,accel,78.5965,0.0000,0.0000,78.6733,21.8266,0.0000,0.0000,1.0000,0.0000,0.0000,2,4574.2830,3317.3486,3317.3486,3549.6514,3549.6514,0.0001,0.0001,0.0461,0.0461,0.0000,0.0000,0.0000,0.0000,-44.8066,-44.8066,2433.7337,2433.7337,0.0000,0.0000,0.0000,0.0000,0.0000
7.8000,accel,80.7995,0.0000,0.0000,79.8416,22.1512,0.0000,0.0000,1.0000,0.0000,0.0000,2,4641.5608,3318.4669,3318.4669,3548.5331,3548.5331,0.0001,0.0001,0.0460,0.0460,0.0000,0.0000,0.0000,0.0000,-44.6293,-44.6293,2427.7378,2427.7378,0.0000,0.0000,0.0000,0.0000,0.0000
7.9000,accel,83.0348,0.0000,0.0000,81.0051,22.4745,0.0000,0.0000,1.0000,0.0000,0.0000,2,4708.5476,3319.5807,3319.5807,3547.4193,3547.4193,0.0001,0.0001,0.0458,0.0458,0.0000,0.0000,0.0000,0.0000,-44.4488,-44.4488,2421.7679,2421.7679,0.0000,0.0000,0.0000,0.0000,0.0000
8.0000,brake,85.3024,0.0000,0.0000,82.1639,22.7965,0.0000,0.0000,0.0000,0.0000,0.0000,2,4775.2437,3320.6893,3320.6893,3546.3107,3546.3107,0.0001,0.0001,0.0456,0.0456,0.0000,0.0000,0.0000,0.0000,-44.2680,-44.2680,2415.8246,2415.8246,0.0000,0.0000,0.0000,0.0000,0.0000
8.1000,brake,87.5839,0.0000,0.0000,81.9742,22.7824,0.0000,0.0000,0.0000,0.2000,0.0000,2,4524.1297,3895.7628,3895.7628,2971.2372,2971.2372,-0.0053,-0.0053,-0.0067,-0.0067,0.0000,0.0000,0.0000,0.0000,-448.7251,-448.7251,-418.0821,-418.0821,0.0000,0.0000,0.0000,0.0000,0.0000
8.2000,brake,89.8514,0.0000,0.0000,81.2674,22.5960,0.0000,0.0000,0.0000,0.4000,0.0000,2,4446.8989,4070.4298,4070.4298,2796.5702,2796.5702,-0.0105,-0.0105,-0.0156,-0.0156,0.0000,0.0000,0.0000,0.0000,-860.4443,-860.4443,-844.3396,-844.3396,0.0000,0.0000,0.0000,0.0000,0.0000
8.3000,brake,92.0927,0.0000,0.0000,80.1499,22.2921,0.0000,0.0000,0.0000,0.5000,0.0000,2,4354.7681,4192.4724,4192.4724,2674.5276,2674.5276,-0.0137,-0.0137,-0.0228,-0.0228,0.0000,0.0000,0.0000,0.0000,-1126.3219,-1126.3219,-1129.1285,-1129.1285,0.0000,0.0000,0.0000,0.0000,0.0000
8.4000,brake,94.3011,0.0000,0.0000,78.9546,21.9598,0.0000,0.0000,0.0000,0.5000,0.0000,2,4290.1743,4195.8506,4195.8506,2671.1494,2671.1494,-0.0135,-0.0135,-0.0227,-0.0227,0.0000,0.0000,0.0000,0.0000,-1114.4063,-1114.4063,-1124.7237,-1124.7237,0.0000,0.0000,0.0000,0.0000,0.0000
8.5000,brake,96.4763,0.0000,0.0000,77.7610,21.6282,0.0000,0.0000,0.0000,0.5000,0.0000,2,4225.4545,4195.9751,4195.9751,2671.0249,2671.0249,-0.0135,-0.0135,-0.0227,-0.0227,0.0000,0.0000,0.0000,0.0000,-1114.7371,-1114.7371,-1124.0490,-1124.0490,0.0000,0.0000,0.0000,0.0000,0.0000
8.6000,brake,98.6185,0.0000,0.0000,76.5690,21.2973,0.0000,0.0000,0.0000,0.5000,0.0000,2,4160.6419,4193.2184,4193.2184,2673.7816,2673.7816,-0.0137,-0.0137,-0.0228,-0.0228,0.0000,0.0000,0.0000,0.0000,-1127.4571,-1127.4571,-1126.6972,-1126.6972,0.0000,0.0000,0.0000,0.0000,0.0000
8.7000,brake,100.7275,0.0000,0.0000,75.3778,20.9671,0.0000,0.0000,0.0000,0.5000,0.0000,2,4095.4334,4182.8620,4182.8620,2684.1380,2684.1380,-0.0144,-0.0144,-0.0229,-0.0229,0.0000,0.0000,0.0000,0.0000,-1175.3816,-1175.3816,-1138.1186,-1138.1186,0.0000,0.0000,0.0000,0.0000,0.0000
8.8000,brake,102.8035,0.0000,0.0000,74.1843,20.6385,0.0000,0.0000,0.0000,0.5000,0.0000,2,4028.2390,4139.7356,4139.7356,2727.2644,2727.2644,-0.0174,-0.0174,-0.0237,-0.0237,0.0000,0.0000,0.0000,0.0000,-1378.0474,-1378.0474,-1187.5301,-1187.5301,0.0000,0.0000,0.0000,0.0000,0.0000
8.9000,brake,104.8466,0.0000,0.0000,72.9803,20.3149,0.0000,0.0000,0.0000,0.5000,0.0000,2,3952.9715,3970.8354,3970.8354,2896.1646,2896.1646,-0.0299,-0.0299,-0.0266,-0.0266,0.0000,0.0000,0.0000,0.0000,-2091.7132,-2091.7132,-1391.7487,-1391.7487,0.0000,0.0000,0.0000,0.0000,0.0000
9.0000,brake,106.8568,0.0000,0.0000,71.7889,19.9896,0.0000,0.0000,0.0000,0.5000,0.0000,2,3879.9095,3867.3170,3867.3170,2999.6830,2999.6830,-0.0373,-0.0373,-0.0291,-0.0291,0.0000,0.0000,0.0000,0.0000,-2406.8956,-2406.8956,-1546.9142,-1546.9142,0.0000,0.0000,0.0000,0.0000,0.0000
9.1000,brake,108.8342,0.0000,0.0000,70.6041,19.6622,0.0000,0.0000,0.0000,0.5000,0.0000,2,3813.0462,3837.5500,3837.5500,3029.4500,3029.4500,-0.0401,-0.0401,-0.0299,-0.0299,0.0000,0.0000,0.0000,0.0000,-2508.4001,-2508.4001,-1598.0464,-1598.0464,0.0000,0.0000,0.0000,0.0000,0.0000
9.2000,brake,110.7788,0.0000,0.0000,69.4212,19.3353,0.0000,0.0000,0.0000,0.5000,0.0000,2,3746.3014,3810.2212,3810.2212,3056.7788,3056.7788,-0.0427,-0.0427,-0.0308,-0.0308,0.0000,0.0000,0.0000,0.0000,-2598.0574,-2598.0574,-1648.7553,-1648.7553,0.0000,0.0000,0.0000,0.0000,0.0000
9.3000,brake,112.6906,0.0000,0.0000,68.2403,19.0088,0.0000,0.0000,0.0000,0.5000,0.0000,2,3679.6092,3784.8193,3784.8193,3082.1807,3082.1807,-0.0453,-0.0453,-0.0317,-0.0317,0.0000,0.0000,0.0000,0.0000,-2677.4543,-2677.4543,-1699.9582,-1699.9582,0.0000,0.0000,0.0000,0.0000,0.0000
9.4000,brake,114.5698,0.0000,0.0000,67.0613,18.6827,0.0000,0.0000,0.0000,0.5000,0.0000,2,3612.9183,3760.8451,3760.8451,3106.1549,3106.1549,-0.0477,-0.0477,-0.0327,-0.0327,0.0000,0.0000,0.0000,0.0000,-2748.3169,-2748.3169,-1752.4506,-1752.4506,0.0000,0.0000,0.0000,0.0000,0.0000
9.5000,brake,116.4163,0.0000,0.0000,65.8841,18.3571,0.0000,0.0000,0.0000,0.5000,0.0000,2,3546.1862,3737.9408,3737.9408,3129.0592,3129.0592,-0.0502,-0.0502,-0.0337,-0.0337,0.0000,0.0000,0.0000,0.0000,-2811.8276,-2811.8276,-1806.8665,-1806.8665,0.0000,0.0000,0.0000,0.0000,0.0000
9.6000,brake,118.2302,0.0000,0.0000,64.7086,18.0319,0.0000,0.0000,0.0000,0.5000,0.0000,2,3479.3759,3715.8338,3715.8338,3151.1662,3151.1662,-0.0526,-0.0526,-0.0348,-0.0348,0.0000,0.0000,0.0000,0.0000,-2868.8494,-2868.8494,-1863.7325,-1863.7325,0.0000,0.0000,0.0000,0.0000,0.0000
9.7000,brake,120.0115,0.0000,0.0000,63.5348,17.7071,0.0000,0.0000,0.0000,0.5000,0.0000,2,3412.4549,3694.3098,3694.3098,3172.6902,3172.6902,-0.0550,-0.0550,-0.0360,-0.0360,0.0000,0.0000,0.0000,0.0000,-2920.0458,-2920.0458,-1923.4766,-1923.4766,0.0000,0.0000,0.0000,0.0000,0.0000
9.8000,brake,121.7603,0.0000,0.0000,62.3626,17.3827,0.0000,0.0000,0.0000,0.5000,0.0000,2,3345.3968,3673.2016,3673.2016,3193.7984,3193.7984,-0.0574,-0.0574,-0.0373,-0.0373,0.0000,0.0000,0.0000,0.0000,-2965.9535,-2965.9535,-1986.4117,-1986.4117,0.0000,0.0000,0.0000,0.0000,0.0000
9.9000,brake,123.4767,0.0000,0.0000,61.1920,17.0588,0.0000,0.0000,0.0000,0.5000,0.0000,2,3278.1826,3652.3848,3652.3848,3214.6152,3214.6152,-0.0598,-0.0598,-0.0387,-0.0387,0.0000,0.0000,0.0000,0.0000,-3007.0318,-3007.0318,-2052.7046,-2052.7046,0.0000,0.0000,0.0000,0.0000,0.0000
10.0000,corner,125.1606,0.0000,0.0000,60.0230,16.7353,0.0000,0.0000,0.3500,0.0000,0.0000,2,3210.8036,3631.7788,3631.7788,3235.2212,3235.2212,-0.0621,-0.0621,-0.0403,-0.0403,0.0000,0.0000,0.0000,0.0000,-3043.6973,-3043.6973,-2122.3385,-2122.3385,0.0000,0.0000,0.0000,0.0000,0.0000
10.1000,corner,126.8331,0.0001,0.0039,60.3432,16.7708,0.0020,0.1140,0.3500,0.0000,0.1000,2,3458.4396,3350.9541,3363.5460,3503.4540,3516.0459,-0.0474,-0.0478,0.0305,0.0307,-0.0781,-0.0781,-0.0012,-0.0012,-2439.6187,-2458.8234,1770.0359,1786.1394,52.4377,52.5735,0.4735,0.4750,0.0071
10.2000,corner,128.5155,0.0011,0.0339,60.6965,16.8687,0.0060,0.4874,0.3500,0.0000,0.2000,2,3478.4038,3331.6506,3391.5185,3475.4815,3535.3494,-0.0458,-0.0476,0.0296,0.0315,-0.1401,-0.1401,-0.0178,-0.0178,-2373.5133,-2474.2508,1711.5806,1833.9254,105.8073,107.3344,10.1853,10.3455,0.0158
10.3000,corner,130.2076,0.0038,0.1096,61.0499,16.9670,0.0067,1.0011,0.3500,0.0000,0.3000,2,3495.8071,3295.1869,3422.3421,3444.6579,3571.8131,-0.0439,-0.0480,0.0273,0.0321,-0.2033,-0.2034,-0.0574,-0.0574,-2285.8128,-2507.8263,1585.1226,1884.3256,155.7523,160.9287,36.7174,37.9988,0.0267
10.4000,corner,131.9096,0.0096,0.2402,61.4037,17.0654,0.0039,1.5773,0.3500,0.0000,0.4000,2,3513.6105,3254.7860,3458.9205,3408.0795,3612.2140,-0.0417,-0.0485,0.0249,0.0331,-0.2745,-0.2748,-0.1143,-0.1140,-2185.6710,-2550.5082,1448.3540,1951.9217,210.2551,221.9789,76.4458,80.8744,0.0406
10.5000,corner,133.6214,0.0197,0.4299,61.7577,17.1637,-0.0016,2.1802,0.3500,0.0000,0.5000,2,3532.1650,3213.8321,3500.0642,3366.9358,3653.1679,-0.0394,-0.0490,0.0229,0.0342,-0.3524,-0.3529,-0.1818,-0.1811,-2076.7159,-2598.0957,1324.0899,2024.8528,268.9576,290.5857,123.6752,133.9870,0.0566
10.6000,corner,135.3430,0.0359,0.6804,62.1119,17.2618,-0.0086,2.7944,0.3500,0.0000,0.6000,2,3551.6228,3174.0053,3545.5500,3321.4500,3692.9947,-0.0369,-0.0496,0.0213,0.0353,-0.4349,-0.4356,-0.2554,-0.2543,-1959.9355,-2648.8636,1224.8429,2097.1171,330.0125,365.1832,174.4152,193.7087,0.0740
10.7000,corner,137.0743,0.0601,0.9929,62.4661,17.3598,-0.0168,3.4138,0.3500,0.0000,0.7000,2,3571.8861,3135.7465,3595.0116,3271.9884,3731.2535,-0.0343,-0.0501,0.0203,0.0364,-0.5206,-0.5215,-0.3329,-0.3312,-1834.9589,-2701.9733,1151.0785,2166.9149,391.9998,444.5378,226.4172,257.9856,0.0922
10.8000,corner,138.8153,0.0940,1.3681,62.8200,17.4576,-0.0259,4.0368,0.3500,0.0000,0.8000,2,3592.7281,3098.8329,3647.8585,3219.1415,3768.1671,-0.0315,-0.0506,0.0196,0.0374,-0.6087,-0.6098,-0.4131,-0.4105,-1700.7007,-2756.9043,1096.5437,2234.4657,454.0686,527.9579,278.5235,325.8061,0.1110
10.9000,corner,140.5658,0.1397,1.8063,63.1735,17.5552,-0.0357,4.6629,0.3500,0.0000,0.9000,2,3613.9453,3062.9641,3703.6181,3163.3819,3804.0359,-0.0285,-0.0511,0.0192,0.0384,-0.6989,-0.7002,-0.4954,-0.4918,-1555.6218,-2813.3220,1054.7954,2300.3785,515.7464,615.1316,330.1486,396.7298,0.1303
11.0000,corner,142.3256,0.1992,2.3081,63.5263,17.6524,-0.0462,5.2919,0.3500,0.0000,1.0000,2,3635.3960,3027.9825,3762.0488,3104.9512,3839.0175,-0.0254,-0.0515,0.0189,0.0394,-0.7911,-0.7927,-0.5796,-0.5749,-1397.7899,-2871.0048,1021.3372,2365.0278,576.7656,705.9607,380.9740,470.5931,0.1500
11.1000,corner,144.0947,0.2745,2.8739,63.8781,17.7493,-0.0574,5.9235,0.3500,0.0000,1.1000,2,3656.9835,2993.8706,3823.0854,3043.9146,3873.1294,-0.0220,-0.0519,0.0187,0.0404,-0.8852,-0.8871,-0.6657,-0.6597,-1224.9528,-2929.7785,993.2832,2428.5210,636.9589,800.4508,430.7928,547.3507,0.1701
11.2000,corner,145.8725,0.3677,3.5040,64.2288,17.8457,-0.0693,6.5575,0.3500,0.0000,1.2000,2,3678.6378,2960.6858,3886.7454,2980.2546,3906.3142,-0.0183,-0.0522,0.0187,0.0414,-0.9814,-0.9835,-0.7537,-0.7462,-1034.9598,-2989.4668,968.7573,2490.8078,696.2025,898.6520,479.4397,627.0009,0.1906
11.3000,corner,147.6589,0.4809,4.1989,64.5779,17.9416,-0.0819,7.1937,0.3500,0.0000,1.3000,2,3700.3083,2928.4170,3952.9631,2914.0369,3938.5830,-0.0144,-0.0525,0.0187,0.0423,-1.0796,-1.0819,-0.8435,-0.8344,-827.3612,-3049.8461,946.5667,2551.8542,754.3869,1000.6231,526.7659,709.5546,0.2115
11.4000,corner,149.4534,0.6164,4.9588,64.9253,18.0369,-0.0953,7.8322,0.3500,0.0000,1.4000,2,3721.9705,2896.6251,4021.1893,2845.8107,3970.3749,-0.0104,-0.0528,0.0187,0.0433,-1.1800,-1.1825,-0.9353,-0.9242,-608.0221,-3110.6045,926.2109,2612.0224,811.3860,1106.3980,572.6440,795.0357,0.2327
11.5000,corner,151.2555,0.7763,5.7841,65.2704,18.1316,-0.1094,8.4742,0.3500,0.0000,1.5000,2,3743.6521,2863.7730,4089.6504,2777.3496,4003.2270,-0.0066,-0.0530,0.0188,0.0443,-1.2826,-1.2853,-1.0288,-1.0157,-397.6215,-3171.3783,908.2324,2672.8089,867.0097,1215.9315,617.0068,883.5114,0.2542
11.6000,corner,153.0645,0.9628,6.6712,65.6135,18.2260,-0.1263,9.0108,0.3500,0.0000,1.5000,2,3765.0913,2833.3941,4148.2900,2718.7100,4033.6059,-0.0036,-0.0532,0.0189,0.0451,-1.3081,-1.3107,-1.1225,-1.1074,-235.6322,-3222.2304,894.4861,2726.9578,880.1738,1266.6666,660.5887,973.4895,0.2687
11.7000,corner,154.8800,1.1773,7.5989,65.9552,18.3203,-0.1453,9.3043,0.3500,0.0000,1.5000,2,3785.2577,2814.0367,4182.0084,2684.9916,4052.9633,-0.0020,-0.0531,0.0190,0.0454,-1.3483,-1.3504,-1.2021,-1.1854,-149.9322,-3244.1309,887.8506,2749.3033,896.0529,1310.7643,700.5301,1051.3541,0.2818
11.8000,corner,156.7014,1.4212,8.5481,66.2956,18.4146,-0.1611,9.4597,0.3500,0.0000,1.5000,2,3804.5899,2800.7185,4200.2117,2666.7883,4066.2815,-0.0014,-0.0528,0.0191,0.0452,-1.3880,-1.3895,-1.2588,-1.2411,-114.1116,-3249.0374,886.0491,2751.9194,916.4765,1353.3824,730.3399,1107.9503,0.2928
11.9000,corner,158.5279,1.6956,9.5089,66.6351,18.5088,-0.1731,9.5481,0.3500,0.0000,1.5000,2,3823.4801,2790.6803,4211.1943,2655.8057,4076.3197,-0.0011,-0.0524,0.0192,0.0448,-1.4198,-1.4210,-1.2972,-1.2789,-98.2454,-3245.6553,886.2885,2744.4539,933.8465,1387.4917,750.5121,1146.5725,0.3008
12.0000,corner,160.3590,2.0014,10.4768,66.9740,18.6028,-0.1822,9.6054,0.3500,0.0000,1.5000,2,3842.1424,2782.3378,4219.0464,2647.9536,4084.6622,-0.0009,-0.0520,0.0193,0.0444,-1.4446,-1.4454,-1.3237,-1.3049,-89.2155,-3238.3514,887.2970,2731.8712,947.2490,1413.9007,764.0023,1173.3579,0.3067
12.1000,corner,162.1940,2.3392,11.4496,67.3126,18.6968,-0.1896,9.6492,0.3500,0.0000,1.5000,2,3860.6954,2774.7521,4225.5609,2641.4391,4092.2479,-0.0008,-0.0516,0.0194,0.0439,-1.4646,-1.4651,-1.3432,-1.3242,-82.7982,-3229.2479,888.6242,2716.7824,957.6420,1435.0938,773.4522,1193.2425,0.3112
12.2000,corner,164.0323,2.7094,12.4267,67.6510,18.7908,-0.1959,9.6875,0.3500,0.0000,1.5000,2,3879.1996,2767.4385,4231.5075,2635.4925,4099.5615,-0.0007,-0.0512,0.0194,0.0434,-1.4817,-1.4819,-1.3589,-1.3397,-77.6800,-3219.3344,890.1135,2700.4761,966.1176,1453.1927,780.6475,1209.4117,0.3148
12.3000,corner,165.8733,3.1126,13.4074,67.9894,18.8848,-0.2017,9.7236,0.3500,0.0000,1.5000,2,3897.6830,2760.1780,4237.2138,2629.7862,4106.8220,-0.0006,-0.0508,0.0195,0.0429,-1.4972,-1.4972,-1.3728,-1.3535,-73.3801,-3209.0471,891.7047,2683.5355,973.4774,1469.6101,786.6538,1223.7090,0.3181
12.4000,corner,167.7164,3.5489,14.3919,68.3278,18.9787,-0.2073,9.7589,0.3500,0.0000,1.5000,2,3916.1576,2752.8841,4242.8145,2624.1855,4114.1159,-0.0005,-0.0504,0.0196,0.0423,-1.5119,-1.5117,-1.3858,-1.3663,-69.6745,-3198.5641,893.3714,2666.1979,980.2225,1485.1818,792.0590,1237.1281,0.3211
12.5000,corner,169.5610,4.0188,15.3799,68.6661,19.0727,-0.2128,9.7940,0.3500,0.0000,1.5000,2,3934.6275,2745.5291,4248.3623,2618.6377,4121.4709,-0.0005,-0.0500,0.0197,0.0418,-1.5262,-1.5258,-1.3984,-1.3787,-66.4341,-3187.9503,895.1005,2648.5443,986.6382,1500.3661,797.1691,1250.1746,0.3240
12.6000,corner,171.4063,4.5226,16.3715,69.0044,19.1666,-0.2183,9.8290,0.3500,0.0000,1.5000,2,3953.0934,2738.1089,4253.8758,2613.1242,4128.8911,-0.0004,-0.0496,0.0198,0.0413,-1.5404,-1.5398,-1.4108,-1.3910,-63.5725,-3177.2239,896.8843,2630.5899,992.8770,1515.3997,802.1350,1263.0929,0.3269
12.7000,corner,173.2517,5.0605,17.3667,69.3427,19.2606,-0.2238,9.8638,0.3500,0.0000,1.5000,2,3971.5550,2730.6269,4259.3607,2607.6393,4136.3731,-0.0004,-0.0492,0.0199,0.0408,-1.5545,-1.5537,-1.4232,-1.4032,-61.0264,-3166.3863,898.7181,2612.3257,999.0156,1530.3982,807.0276,1275.9946,0.3298
12.8000,corner,175.0967,5.6328,18.3655,69.6810,19.3545,-0.2294,9.8985,0.3500,0.0000,1.5000,2,3990.0113,2723.0883,4264.8183,2602.1817,4143.9117,-0.0003,-0.0488,0.0199,0.0403,-1.5686,-1.5677,-1.4356,-1.4155,-58.7467,-3155.4338,900.5980,2593.7353,1005.0908,1545.4150,811.8779,1288.9272,0.3326
12.9000,corner,176.9404,6.2397,19.3678,70.0192,19.4485,-0.2350,9.9329,0.3500,0.0000,1.5000,2,4008.4761,2715.5570,4270.3044,2596.6956,4151.4430,-0.0003,-0.0484,0.0200,0.0398,-1.5828,-1.5817,-1.4480,-1.4277,-56.6849,-3144.3916,902.5465,2575.0585,1011.1265,1560.4802,816.6917,1301.9013,0.3355
13.0000,corner,178.7822,6.8816,20.3736,70.3573,19.5424,-0.2407,9.9673,0.3500,0.0000,1.5000,2,4026.9723,2708.1371,4275.9244,2591.0756,4158.8629,-0.0003,-0.0480,0.0201,0.0393,-1.5970,-1.5957,-1.4605,-1.4400,-54.7675,-3133.2851,904.5423,2556.8858,1017.1432,1575.6171,821.4600,1314.9131,0.3384
13.1000,corner,180.6214,7.5585,21.3829,70.6952,19.6362,-0.2464,10.0016,0.3500,0.0000,1.5000,2,4045.4557,2700.6723,4281.5327,2585.4673,4166.3277,-0.0002,-0.0476,0.0202,0.0388,-1.6113,-1.6097,-1.4730,-1.4524,-53.0182,-3122.0750,906.5500,2538.4692,1023.1195,1590.8096,826.2102,1327.9982,0.3412
13.2000,corner,182.4573,8.2707,22.3957,71.0329,19.7300,-0.2522,10.0357,0.3500,0.0000,1.5000,2,4063.9247,2693.1678,4287.1232,2579.8768,4173.8322,-0.0002,-0.0472,0.0203,0.0383,-1.6256,-1.6238,-1.4855,-1.4648,-51.4203,-3110.7530,908.5714,2519.7816,1029.0601,1606.0605,830.9424,1341.1520,0.3441
13.3000,corner,184.2892,9.0185,23.4120,71.3704,19.8237,-0.2581,10.0696,0.3500,0.0000,1.5000,2,4082.3784,2685.6282,4292.6932,2574.3068,4181.3718,-0.0002,-0.0468,0.0204,0.0378,-1.6399,-1.6380,-1.4981,-1.4772,-49.9558,-3099.3128,910.6060,2500.8084,1034.9653,1621.3666,835.6534,1354.3667,0.3470
13.4000,corner,186.1162,9.8020,24.4317,71.7076,19.9174,-0.2640,10.1032,0.3500,0.0000,1.5000,2,4100.8162,2678.0564,4298.2416,2568.7584,4188.9436,-0.0002,-0.0464,0.0205,0.0373,-1.6543,-1.6522,-1.5107,-1.4896,-48.6091,-3087.7506,912.6533,2481.5392,1040.8333,1636.7237,840.3402,1367.6355,0.3499
13.5000,corner,187.9378,10.6213,25.4549,72.0446,20.0110,-0.2700,10.1366,0.3500,0.0000,1.5000,2,4119.1679,2670.3954,4303.7191,2563.2809,4196.6046,-0.0001,-0.0460,0.0206,0.0368,-1.6687,-1.6664,-1.5233,-1.5021,-47.3896,-3076.1292,914.2043,2461.0356,1046.6638,1652.1304,844.9986,1380.9544,0.3527
13.6000,corner,189.7530,11.4767,26.4815,72.3812,20.1045,-0.2760,10.1698,0.3500,0.0000,1.5000,2,4137.4570,2662.6303,4309.1257,2557.8743,4204.3697,-0.0001,-0.0456,0.0207,0.0363,-1.6832,-1.6806,-1.5360,-1.5147,-46.2935,-3064.4744,915.6214,2439.5782,1052.4541,1667.5878,849.6307,1394.3345,0.3556
13.7000,corner,191.5613,12.3682,27.5115,72.7175,20.1979,-0.2821,10.2028,0.3500,0.0000,1.5000,2,4155.7176,2654.8232,4314.5087,2552.4913,4212.1768,-0.0001,-0.0453,0.0208,0.0358,-1.6977,-1.6949,-1.5487,-1.5272,-45.2782,-3052.7187,917.0717,2417.7242,1058.2023,1683.0931,854.2425,1407.7792,0.3585
13.8000,corner,193.3616,13.2959,28.5448,73.0533,20.2911,-0.2882,10.2356,0.3500,0.0000,1.5000,2,4173.9484,2646.9781,4319.8633,2547.1367,4220.0219,-0.0001,-0.0449,0.0208,0.0353,-1.7122,-1.7092,-1.5614,-1.5398,-44.3354,-3040.8541,918.5546,2395.4528,1063.9093,1698.6435,858.8318,1421.2807,0.3614
13.9000,corner,195.1534,14.2601,29.5815,73.3887,20.3843,-0.2944,10.2681,0.3500,0.0000,1.5000,2,4192.1483,2639.0968,4325.1861,2541.8139,4227.9032,-0.0001,-0.0445,0.0209,0.0348,-1.7267,-1.7236,-1.5742,-1.5525,-43.4583,-3028.8762,920.0699,2372.7445,1069.5737,1714.2341,863.3956,1434.8314,0.3643
14.0000,corner,196.9358,15.2607,30.6216,73.7237,20.4774,-0.3006,10.3003,0.3500,0.0000,1.5000,2,4210.3166,2631.1800,4330.4746,2536.5254,4235.8200,-0.0001,-0.0442,0.0210,0.0342,-1.7413,-1.7380,-1.5870,-1.5651,-42.6408,-3016.7826,921.6173,2349.5823,1075.1934,1729.8601,867.9312,1448.4252,0.3672
14.1000,corner,198.7079,16.2978,31.6649,74.0582,20.5703,-0.3069,10.3322,0.3500,0.0000,1.5000,2,4228.4523,2623.2280,4335.7271,2531.2729,4243.7720,-0.0001,-0.0438,0.0211,0.0337,-1.7559,-1.7524,-1.5998,-1.5778,-41.8778,-3004.5715,923.1968,2325.9504,1080.7666,1745.5175,872.4371,1462.0582,0.3701
14.2000,corner,200.4690,17.3714,32.7115,74.3924,20.6631,-0.3133,10.3638,0.3500,0.0000,1.5000,2,4246.5547,2615.2406,4340.9419,2526.0581,4251.7594,-0.0000,-0.0434,0.0212,0.0332,-1.7705,-1.7668,-1.6127,-1.5904,-41.1645,-2992.2421,924.8082,2301.8333,1086.2918,1761.2029,876.9119,1475.7272,0.3730
14.3000,corner,202.2183,18.4817,33.7614,74.7261,20.7558,-0.3196,10.3951,0.3500,0.0000,1.5000,2,4264.6230,2607.2172,4346.1174,2520.8826,4259.7828,-0.0000,-0.0431,0.0213,0.0327,-1.7852,-1.7813,-1.6255,-1.6031,-40.4967,-2979.7935,926.4515,2277.2158,1091.7677,1776.9137,881.3550,1489.4302,0.3759
14.4000,corner,203.9549,19.6286,34.8145,75.0593,20.8484,-0.3261,10.4260,0.3500,0.0000,1.5000,2,4282.6563,2599.1573,4351.2522,2515.7478,4267.8427,-0.0000,-0.0427,0.0213,0.0322,-1.7998,-1.7957,-1.6383,-1.6158,-39.8710,-2967.2252,928.1269,2252.0824,1097.1933,1792.6477,885.7660,1503.1655,0.3788
14.5000,corner,205.6781,20.8121,35.8707,75.3921,20.9408,-0.3326,10.4567,0.3500,0.0000,1.5000,2,4300.6540,2591.0603,4356.3446,2510.6554,4275.9397,-0.0000,-0.0424,0.0214,0.0316,-1.8145,-1.8102,-1.6512,-1.6285,-39.2839,-2954.5366,929.8345,2226.4175,1102.5678,1808.4028,890.1445,1516.9317,0.3817
14.6000,corner,207.3869,22.0321,36.9301,75.7244,21.0331,-0.3391,10.4870,0.3500,0.0000,1.5000,2,4318.6152,2582.9254,4361.3931,2505.6069,4284.0746,0.0000,-0.0420,0.0215,0.0311,-1.8292,-1.8247,-1.6640,-1.6413,-38.7325,-2941.7272,931.5744,2200.2053,1107.8904,1824.1771,894.4904,1530.7277,0.3846
14.7000,corner,209.0805,23.2887,37.9927,76.0563,21.1253,-0.3457,10.5170,0.3500,0.0000,1.5000,2,4336.5393,2574.7520,4366.3960,2500.6040,4292.2480,0.0000,-0.0416,0.0216,0.0306,-1.8439,-1.8392,-1.6769,-1.6540,-38.2144,-2928.7964,933.3470,2173.4300,1113.1605,1839.9688,898.8036,1544.5522,0.3875
14.8000,corner,210.7581,24.5818,39.0583,76.3877,21.2173,-0.3523,10.5467,0.3500,0.0000,1.5000,2,4354.4255,2566.5393,4371.3517,2495.6483,4300.4607,0.0000,-0.0413,0.0217,0.0300,-1.8586,-1.8537,-1.6898,-1.6667,-37.7270,-2915.7439,935.1525,2146.0760,1118.3772,1855.7761,903.0840,1558.4042,0.3903
