time,phase,pos_x,pos_y,yaw_deg,speed_kph,vx_body,vy_body,yaw_rate_dps,throttle,brake,steer_deg,gear,rpm,fz_fl,fz_fr,fz_rl,fz_rr,sr_fl,sr_fr,sr_rl,sr_rr,sa_fl_deg,sa_fr_deg,sa_rl_deg,sa_rr_deg,fx_fl,fx_fr,fx_rl,fx_rr,fy_fl,fy_fr,fy_rl,fy_rr,lat_accel_g,susp_defl_fl_mm,susp_defl_fr_mm,susp_defl_rl_mm,susp_defl_rr_mm,susp_vel_fl,susp_vel_fr,susp_vel_rl,susp_vel_rr,roll_deg,pitch_deg,fz_total,understeer_deg,fc_util_fl,fc_util_fr,fc_util_rl,fc_util_rr,radius_m,yaw_rate_ref_dps,ke_total_kj,energy_engine_kj,energy_drag_kj,energy_brake_kj,energy_tire_loss_kj,energy_body_kj,integrator_err_kj
2.0000,accel,2.4990,0.0000,0.0000,14.1935,3.8821,0.0000,0.0000,1.0000,0.0000,0.0000,1,1945.6226,3863.0634,3863.0634,3010.9615,3010.9615,0.0344,0.0344,0.2907,0.2907,0.0000,0.0000,0.0000,0.0000,2122.2225,2122.2225,2966.4300,2966.4300,0.0000,0.0000,0.0000,0.0000,0.0000,-15.1561,-15.1561,21.1194,21.1194,200.8564,200.8564,-185.6387,-185.6387,0.0000,-0.7994,13748.0498,0.0000,0.5494,0.5494,0.9852,0.9852,0.0000,0.0000,11.3925,19.6146,0.0077,0.0000,9.0637,10.5432,-0.8493
2.1000,accel,2.9119,0.0000,0.0000,15.6734,4.2798,0.0000,0.0000,1.0000,0.0000,0.0000,1,2554.4657,3520.6376,3520.6376,3350.3630,3350.3630,0.0712,0.0712,0.4058,0.4058,0.0000,0.0000,0.0000,0.0000,3004.9826,3004.9826,3210.2209,3210.2209,0.0000,0.0000,0.0000,0.0000,0.0000,-15.6558,-15.6558,21.9627,21.9627,68.6921,68.6921,-94.8951,-94.8951,0.0000,-0.8290,13742.0012,0.0000,0.8535,0.8535,0.9582,0.9582,0.0000,0.0000,14.1142,23.8463,0.0110,0.0000,10.9282,12.9070,-1.2071
2.2000,accel,3.3713,0.0000,0.0000,17.2373,4.7740,0.0000,0.0000,1.0000,0.0000,0.0000,1,1631.6546,3580.3828,3580.3828,3294.1464,3294.1464,0.0779,0.0779,-0.0347,-0.0347,0.0000,0.0000,0.0000,0.0000,3148.1772,3148.1772,-1954.2833,-1954.2833,0.0000,0.0000,0.0000,0.0000,0.0000,-18.4075,-18.4075,24.2493,24.2493,119.8440,119.8440,-127.5719,-127.5719,0.0000,-0.9400,13749.0583,0.0000,0.8793,0.8793,0.5933,0.5933,0.0000,0.0000,16.9399,27.7859,0.0156,0.0000,12.1015,15.6688,-1.2710
2.3000,accel,3.8740,0.0000,0.0000,18.8127,5.2151,0.0000,0.0000,1.0000,0.0000,0.0000,1,2528.3838,3066.2072,3066.2072,3807.5553,3807.5553,-0.0730,-0.0730,0.2688,0.2688,0.0000,0.0000,0.0000,0.0000,-2770.5036,-2770.5036,3675.3262,3675.3262,0.0000,0.0000,0.0000,0.0000,0.0000,-19.0557,-19.0557,24.3246,24.3246,-56.8597,-56.8597,25.6215,25.6215,0.0000,-0.9560,13747.5251,0.0000,0.9036,0.9036,0.9653,0.9653,0.0000,0.0000,20.3647,32.9169,0.0216,0.0000,14.1771,18.7182,-1.6465
2.4000,accel,4.4251,0.0000,0.0000,20.5050,5.6865,0.0000,0.0000,1.0000,0.0000,0.0000,1,2272.4848,2897.9116,2897.9116,3979.7250,3979.7250,-0.2444,-0.2444,0.1131,0.1131,0.0000,0.0000,0.0000,0.0000,-2973.3511,-2973.3511,3761.4429,3761.4429,0.0000,0.0000,0.0000,0.0000,0.0000,-19.5311,-19.5311,24.7249,24.7249,-101.7641,-101.7641,90.0324,90.0324,0.0000,-0.9753,13755.2733,0.0000,1.0260,1.0260,0.9452,0.9452,0.0000,0.0000,23.7243,36.7739,0.0295,0.0000,14.4522,22.2921,-1.4321
2.5000,accel,5.0191,0.0000,0.0000,22.0822,6.1231,0.0000,0.0000,1.0000,0.0000,0.0000,1,2403.2872,2767.5361,2767.5361,4113.6860,4113.6860,-0.2325,-0.2325,0.0971,0.0971,0.0000,0.0000,0.0000,0.0000,-2857.0765,-2857.0765,3778.1951,3778.1951,0.0000,0.0000,0.0000,0.0000,0.0000,-19.3152,-19.3152,24.4752,24.4752,-140.7727,-140.7727,145.6595,145.6595,0.0000,-0.9650,13762.4442,0.0000,1.0324,1.0324,0.9184,0.9184,0.0000,0.0000,27.4830,40.9161,0.0394,0.0000,14.9746,25.9021,-1.5809
2.6000,accel,5.6577,0.0000,0.0000,23.7102,6.5738,0.0000,0.0000,1.0000,0.0000,0.0000,1,2594.4332,2711.8380,2711.8380,4172.0470,4172.0470,-0.2183,-0.2183,0.1022,0.1022,0.0000,0.0000,0.0000,0.0000,-2810.0807,-2810.0807,3863.3036,3863.3036,0.0000,0.0000,0.0000,0.0000,0.0000,-19.5336,-19.5336,24.7488,24.7488,-155.3668,-155.3668,165.7634,165.7634,0.0000,-0.9758,13767.7699,0.0000,1.0362,1.0362,0.9260,0.9260,0.0000,0.0000,31.6938,45.5442,0.0517,0.0000,15.5822,29.9103,-1.7834
2.7000,accel,6.3426,0.0000,0.0000,25.4112,7.0439,0.0000,0.0000,1.0000,0.0000,0.0000,1,2825.3139,2639.1101,2639.1101,4247.7262,4247.7262,-0.1948,-0.1948,0.1166,0.1166,0.0000,0.0000,0.0000,0.0000,-2747.7957,-2747.7957,4003.8682,4003.8682,0.0000,0.0000,0.0000,0.0000,0.0000,-20.1233,-20.1233,25.4462,25.4462,-172.2034,-172.2034,188.4960,188.4960,0.0000,-1.0042,13773.6726,0.0000,1.0412,1.0412,0.9426,0.9426,0.0000,0.0000,36.4425,50.8196,0.0669,0.0000,16.3492,34.4035,-2.0389
2.8000,accel,7.0761,0.0000,0.0000,27.1970,7.5387,0.0000,0.0000,1.0000,0.0000,0.0000,1,3152.6461,2626.5022,2626.5022,4262.8076,4262.8076,-0.1776,-0.1776,0.1528,0.1528,0.0000,0.0000,0.0000,0.0000,-2737.1754,-2737.1754,4096.9210,4096.9210,0.0000,0.0000,0.0000,0.0000,0.0000,-21.0351,-21.0351,26.4213,26.4213,-169.5955,-169.5955,184.1414,184.1414,0.0000,-1.0458,13778.6196,0.0000,1.0421,1.0421,0.9611,0.9611,0.0000,0.0000,41.8528,57.0061,0.0855,0.0000,17.4640,39.4566,-2.3961
2.9000,accel,7.8601,0.0000,0.0000,29.0282,8.0480,0.0000,0.0000,1.0000,0.0000,0.0000,1,3876.9886,2640.4035,2640.4035,4251.4231,4251.4231,-0.1623,-0.1623,0.2645,0.2645,0.0000,0.0000,0.0000,0.0000,-2747.6164,-2747.6164,4060.7294,4060.7294,0.0000,0.0000,0.0000,0.0000,0.0000,-21.7777,-21.7777,27.1835,27.1835,-160.6526,-160.6526,171.2653,171.2653,0.0000,-1.0790,13783.6531,0.0000,1.0406,1.0406,0.9551,0.9551,0.0000,0.0000,48.1576,64.8459,0.1083,0.0000,19.7417,44.9959,-3.1617
3.0000,accel,8.6945,0.0000,0.0000,30.8098,8.5450,0.0000,0.0000,1.0000,0.0000,0.0000,1,5712.9500,2679.4240,2679.4240,4214.9755,4214.9755,-0.1496,-0.1496,0.4701,0.4701,0.0000,0.0000,0.0000,0.0000,-2777.7628,-2777.7628,3912.6886,3912.6886,0.0000,0.0000,0.0000,0.0000,0.0000,-21.7131,-21.7131,27.1368,27.1368,-150.3122,-150.3122,156.4266,156.4266,0.0000,-1.0765,13788.7990,0.0000,1.0367,1.0367,0.9283,0.9283,0.0000,0.0000,56.0036,76.7849,0.1357,0.0000,25.9165,50.7326,-5.2709
3.1000,accel,9.5779,0.0000,0.0000,32.5604,9.0310,0.0000,0.0000,1.0000,0.0000,0.0000,2,2875.8237,2702.9994,2702.9994,4194.3420,4194.3420,-0.1364,-0.1364,0.3722,0.3722,0.0000,0.0000,0.0000,0.0000,-2786.9798,-2786.9798,3946.7143,3946.7143,0.0000,0.0000,0.0000,0.0000,0.0000,-21.4076,-21.4076,26.8494,26.8494,-146.1170,-146.1170,150.2933,150.2933,0.0000,-1.0634,13794.6828,0.0000,1.0311,1.0311,0.9410,0.9410,0.0000,0.0000,60.4846,87.1024,0.1683,0.0000,30.2302,56.7039,-3.7807
3.2000,accel,10.4889,0.0000,0.0000,32.7731,9.1116,0.0000,0.0000,1.0000,0.0000,0.0000,2,1994.6041,3645.1351,3645.1351,3249.8035,3249.8035,-0.1254,-0.1254,0.0868,0.0868,0.0000,0.0000,0.0000,0.0000,-3626.0649,-3626.0649,2978.5431,2978.5431,0.0000,0.0000,0.0000,0.0000,0.0000,-9.4045,-9.4045,14.8502,14.8502,52.1738,52.1738,-76.8990,-76.8990,0.0000,-0.5345,13789.8773,0.0000,0.9948,0.9948,0.9165,0.9165,0.0000,0.0000,60.3565,87.1024,0.2039,0.0000,29.4478,57.4507,-2.9058
3.3000,accel,11.4003,0.0000,0.0000,32.9451,9.1493,0.0000,0.0000,1.0000,0.0000,0.0000,2,1971.9520,3042.5704,3042.5704,3857.7530,3857.7530,-0.1288,-0.1288,0.0725,0.0725,0.0000,0.0000,0.0000,0.0000,-3087.9522,-3087.9522,3283.5417,3283.5417,0.0000,0.0000,0.0000,0.0000,0.0000,-4.8951,-4.8951,9.1236,9.1236,-167.1336,-167.1336,192.7262,192.7262,0.0000,-0.3089,13800.6467,0.0000,1.0149,1.0149,0.8512,0.8512,0.0000,0.0000,61.0415,87.8560,0.2396,0.0000,29.5571,58.0593,-2.9821
3.4000,accel,12.3277,0.0000,0.0000,33.7643,9.3824,0.0000,0.0000,1.0000,0.0000,0.0000,2,1955.9503,2750.7839,2750.7839,4152.5555,4152.5555,-0.1535,-0.1535,0.0411,0.0411,0.0000,0.0000,0.0000,0.0000,-2846.9390,-2846.9390,2584.0014,2584.0014,0.0000,0.0000,0.0000,0.0000,0.0000,-7.2010,-7.2010,12.7516,12.7516,-234.2116,-234.2116,273.9858,273.9858,0.0000,-0.4397,13806.6787,0.0000,1.0350,1.0350,0.6223,0.6223,0.0000,0.0000,64.0304,91.0773,0.2772,0.0000,29.8045,60.9956,-3.0348
